condition,question,ground_truth,answer,faithfulness_score,is_hallucination,retrieval_latency_ms,generation_latency_ms,total_latency_ms,indexing_cost_note,dataset,model,base_index_s,raptor_index_s
crag,Are Mick Jagger and Brett Scallions both musicians?,yes," Yes, according to the provided context, both Mick Jagger and Brett Scallions are musicians.",0.7118,False,40.651,1146.644,1187.294,,hotpotqa,mistral,7.967,134.013
raptor_2l,Are Mick Jagger and Brett Scallions both musicians?,yes," Yes, based on the provided context, both Mick Jagger and Brett Scallions are musicians.",0.531,False,10.151,1891.569,1901.72,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",St. Patrick's Day in 1988," I cannot find this information in the provided context. The context does not mention any event where Senator Ted Kennedy helped dedicate a new room to his maternal grandfather, John F. Fitzgerald.",0.6314,False,61.197,2108.277,2169.475,,hotpotqa,mistral,7.967,134.013
crag,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",St. Patrick's Day in 1988," I cannot find this information in the provided context. The context does not mention any event where Senator Ted Kennedy helped dedicate a new room to his maternal grandfather, John F. Fitzgerald.",0.6314,False,37.249,1807.044,1844.293,,hotpotqa,mistral,7.967,134.013
raptor_2l,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",St. Patrick's Day in 1988, I cannot find this information in the provided context.,0.5531,False,10.178,1383.938,1394.116,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Which 8-year old star of an epistolary novel turned musical by Alice Walker also voiced Frankie Greene in a Disney series?,Diamond White," I cannot find this information in the provided context. The context does not mention any 8-year old star related to Alice Walker's ""The Color Purple"" or a Disney series.",0.6972,False,60.963,2193.954,2254.917,,hotpotqa,mistral,7.967,134.013
crag,Which 8-year old star of an epistolary novel turned musical by Alice Walker also voiced Frankie Greene in a Disney series?,Diamond White," I cannot find this information in the provided context. The context does not mention any 8-year old star related to Alice Walker's ""The Color Purple"" or a Disney series.",0.6972,False,23.347,1851.087,1874.434,,hotpotqa,mistral,7.967,134.013
raptor_2l,Which 8-year old star of an epistolary novel turned musical by Alice Walker also voiced Frankie Greene in a Disney series?,Diamond White, I cannot find this information in the provided context. The context does not mention any 8-year old character from Alice Walker's work who later voiced a character in a Disney series.,0.7185,False,11.01,2190.702,2201.712,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Which music group has the most members, DC Talk, or Manchester Orchestra?",Manchester Orchestra," The context does not provide information about the number of members in the music group DC Talk. However, it is known that Manchester Orchestra consists of four members (Andy Hull, Robert McDowell, Andy Prince, and Tim Very).",0.7392,False,33.914,2606.444,2640.358,,hotpotqa,mistral,7.967,134.013
crag,"Which music group has the most members, DC Talk, or Manchester Orchestra?",Manchester Orchestra," Based on the provided context, it is not possible to determine the number of members in Manchester Orchestra as that information was not given. However, it is known that DC Talk is a trio.",0.556,False,50.92,2000.514,2051.434,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Which music group has the most members, DC Talk, or Manchester Orchestra?",Manchester Orchestra," The context provided does not mention the number of members in the DC Talk group, but it is a trio. On the other hand, Manchester Orchestra consists of four members (Andy Hull, Robert McDowell, Andy Prince, and Tim Very). So, based on the information given, Manchester Orchestra has more members than DC Talk.",0.5549,False,10.402,3984.682,3995.084,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Orlando Brown is best known for his role as 3J Winslow in an American sitcom that was a spin-off of what?,Perfect Strangers, I cannot find this information in the provided context. The context does not mention any connection between Orlando Brown's role as 3J Winslow and it being a spin-off of another show.,0.5395,False,34.305,2195.249,2229.554,,hotpotqa,mistral,7.967,134.013
crag,Orlando Brown is best known for his role as 3J Winslow in an American sitcom that was a spin-off of what?,Perfect Strangers," I cannot find this specific information in the provided context. The context only mentions ""Family Matters"" as a show where Orlando Brown played a character, but it does not specify that it is a spin-off of another show.",0.5693,False,40.845,2292.503,2333.348,,hotpotqa,mistral,7.967,134.013
raptor_2l,Orlando Brown is best known for his role as 3J Winslow in an American sitcom that was a spin-off of what?,Perfect Strangers," I cannot find this information in the provided context. The context does mention that Orlando Brown played 3J Winslow, but it doesn't specify that ""Family Matters"" was a spin-off of another show.",0.4829,True,10.609,2721.822,2732.431,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II," I cannot find this information in the provided context. The context only mentions World War I and World War II for the Livesey Hall War Memorial, but it does not specify the number of casualties for either war.",0.5663,False,65.806,2261.114,2326.92,,hotpotqa,mistral,7.967,134.013
crag,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II," I cannot find this information in the provided context. The context only mentions World War I and World War II for the Livesey Hall War Memorial, but it does not specify the number of casualties for either war.",0.5663,False,38.345,2115.586,2153.931,,hotpotqa,mistral,7.967,134.013
raptor_2l,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II," I cannot find this information in the provided context. The context only mentions World War I and World War II, but does not specify the number of casualties for either war.",0.5786,False,11.007,2443.325,2454.331,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",World War I fighter aircraft.," I cannot find this information in the provided context as it does not pertain to the HMAS ""Narani"". The context only discusses the weapons systems used on the HMAS ""Narani"", which are a 12-pounder gun, a 20mm Oerlikon cannon, a .303-inch Vickers machine gun, and four Type D depth charges. There is no mention of an air-cooled version of any weapon system used on the HMAS ""Narani"".",0.5845,False,57.973,5486.65,5544.623,,hotpotqa,mistral,7.967,134.013
crag,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",World War I fighter aircraft.," I cannot find information about an air-cooled weapon system being used on the HMAS ""Narani"" in the provided context.",0.4771,True,30.321,1464.458,1494.779,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",World War I fighter aircraft.," I cannot find this information in the provided context. The context does not mention any specific type or air-cooled version of a weapon system used on the HMAS ""Narani"".",0.7346,False,10.825,2780.841,2791.666,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",BMW X6," The BMW X5 (mid-size luxury crossover SUV) was produced alongside the new, 2009 BMW X6. However, it's important to note that the question asks for a model that is newer than the X5 F15, but the context provided only mentions the X6 being produced in 2009, which is the same year as the second-generation X5 (E70). So, the X6 could be considered the ""newer"" model mentioned alongside the X5 in 2009.",0.5048,False,34.007,5585.098,5619.105,,hotpotqa,mistral,7.967,134.013
crag,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",BMW X6," The BMW X5 was produced alongside the 2009 BMW X6. However, it's important to note that the BMW X6 is a newer model and not another version of the BMW X5.",0.6147,False,49.206,2376.715,2425.921,,hotpotqa,mistral,7.967,134.013
raptor_2l,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",BMW X6," I cannot find this information in the provided context. The context only mentions the BMW X5 (F15) and its early models, but it does not mention any newer models produced alongside it, especially one produced in 2009.",0.4593,True,11.446,3175.0,3186.446,,hotpotqa,mistral,7.967,134.013
